Country/Region,Date,Name,Event,Format,Hero,Rank,deck_url
Australia,03 Aug 2024,"Joel Gibbons – Zen, Tamer of Purpose – Battle Hardened Melbourne",Battle Hardened: Melbourne,Classic Constructed,"Zen, Tamer of Purpose",3rd,https://fabtcg.com/decklists/joel-gibbons-zen-tamer-of-purpose-battle-hardened-melbourne/
Australia,03 Aug 2024,Matthew Portelli – Dash I/O – Battle Hardened Melbourne,Battle Hardened: Melbourne,Classic Constructed,Dash I/O,5th,https://fabtcg.com/decklists/matthew-portelli-dash-io-battle-hardened-melbourne/
Australia,03 Aug 2024,"Andreas Andronicou – Enigma, Ledger of Ancestry – Battle Hardened Melbourne",Battle Hardened: Melbourne,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/andreas-andronicou-enigma-ledger-of-ancestry-battle-hardened-melbourne/
Australia,03 Aug 2024,"Luke Ranasinghe – Nuu, Alluring Desire – Battle Hardened Melbourne",Battle Hardened: Melbourne,Classic Constructed,"Nuu, Alluring Desire",5th,https://fabtcg.com/decklists/luke-ranasinghe-nuu-alluring-desire-battle-hardened-melbourne/
Australia,03 Aug 2024,Matthew Clark – Uzuri Switchblade – Battle Hardened Melbourne,Battle Hardened: Melbourne,Classic Constructed,"Uzuri, Switchblade",5th,https://fabtcg.com/decklists/matthew-clark-uzuri-switchblade-battle-hardened-melbourne/
,31 Jul 2024,"Armory Deck – Azalea, Ace in the Hole",,Classic Constructed,"Azalea, Ace in the Hole",,https://fabtcg.com/decklists/armory-deck-azalea-ace-in-the-hole/
,31 Jul 2024,1st Strike – Aurora,,Blitz Preconstructed,Aurora,,https://fabtcg.com/decklists/38319239-c41a-4359-a047-60722ba156f7/
United States of America,28 Jul 2024,"Alexander Vore – Kano, Dracai of Aether – Battle Hardened: Amsterdam",Pro Tour: Amsterdam,Living Legend,"Kano, Dracai of Aether",1st,https://fabtcg.com/decklists/alexander-vore-kano-dracai-of-aether-battle-hardened-amsterdam/
Hong Kong,28 Jul 2024,"Nova Chan – Zen, Tamer of Purpose – Battle Hardened: Amsterdam",Pro Tour: Amsterdam,Living Legend,"Zen, Tamer of Purpose",2nd,https://fabtcg.com/decklists/nova-chan-zen-tamer-of-purpose-battle-hardened-amsterdam/
United States of America,28 Jul 2024,"Austin Somers – Prism, Awakener of Sol – Battle Hardened: Amsterdam",Pro Tour: Amsterdam,Living Legend,"Prism, Awakener of Sol",3rd,https://fabtcg.com/decklists/austin-somers-prism-sculptor-of-arc-light-battle-hardened-amsterdam/
France,28 Jul 2024,"Paul Mirande – Chane, Bound by Shadow – Battle Hardened: Amsterdam",Pro Tour: Amsterdam,Living Legend,"Chane, Bound by Shadow",3rd,https://fabtcg.com/decklists/paul-mirande-chane-bound-by-shadow-battle-hardened-amsterdam/
United States of America,28 Jul 2024,"John Zapata – Iyslander, Stormbind – Battle Hardened: Amsterdam",Pro Tour: Amsterdam,Living Legend,"Iyslander, Stormbind",5th,https://fabtcg.com/decklists/john-zapata-iyslander-stormbind-battle-hardened-amsterdam/
Thailand,28 Jul 2024,"Thanthawat “Vespa” Chujitngamsuwong – Bravo, Star of the Show – Battle Hardened: Amsterdam",Pro Tour: Amsterdam,Living Legend,"Bravo, Star of the Show",5th,https://fabtcg.com/decklists/thanthawat-vespa-chujitngamsuwong-bravo-star-of-the-show-battle-hardened-amsterdam/
United States of America,28 Jul 2024,"Austin Redington – Prism, Sculptor of Arc Light – Battle Hardened: Amsterdam",Pro Tour: Amsterdam,Living Legend,"Prism, Sculptor of Arc Light",5th,https://fabtcg.com/decklists/austin-redington-prism-sculptor-of-arc-light-battle-hardened-amsterdam/
United Kingdom,28 Jul 2024,"Liam Holden – Oldhim, Grandfather of Eternity – Battle Hardened: Amsterdam",Pro Tour: Amsterdam,Living Legend,"Oldhim, Grandfather of Eternity",5th,https://fabtcg.com/decklists/liam-holden-oldhim-grandfather-of-eternity-battle-hardened-amsterdam/
United States of America,27 Jul 2024,"Charles Dunn – Zen, Tamer of Purpose – Calling: Amsterdam",Pro Tour: Amsterdam,Classic Constructed,"Zen, Tamer of Purpose",1st,https://fabtcg.com/decklists/charles-dunn-zen-tamer-of-purpose-calling-amsterdam/
Belgium,27 Jul 2024,Chane – Commoner Gold Foil,Pro Tour: Amsterdam,Commoner,Chane,1st,https://fabtcg.com/decklists/chane-commoner-gold-foil/
Germany,27 Jul 2024,"Fabio Albrecht – Nuu, Alluring Desire – Calling: Amsterdam",Pro Tour: Amsterdam,Classic Constructed,"Nuu, Alluring Desire",2nd,https://fabtcg.com/decklists/fabio-albrecht-nuu-alluring-desire-calling-amsterdam/
Norway,27 Jul 2024,"Christopher Reyes – Zen, Tamer of Purpose – Calling: Amsterdam",Pro Tour: Amsterdam,Classic Constructed,"Zen, Tamer of Purpose",3rd,https://fabtcg.com/decklists/christopher-reyes-zen-tamer-of-purpose-calling-amsterdam/
Austria,27 Jul 2024,"Michael Koch – Victor Goldmane, High and Mighty – Calling: Amsterdam",Pro Tour: Amsterdam,Classic Constructed,"Victor Goldmane, High and Mighty",3rd,https://fabtcg.com/decklists/michael-koch-victor-goldmane-high-and-mighty-calling-amsterdam/
Poland,27 Jul 2024,"Adrian Słowiński – Zen, Tamer of Purpose – Calling: Amsterdam",Pro Tour: Amsterdam,Classic Constructed,"Zen, Tamer of Purpose",5th,https://fabtcg.com/decklists/adrian-slowinski-zen-tamer-of-purpose-calling-amsterdam/
United States of America,27 Jul 2024,"Austin Kim – Enigma, Ledger of Ancestry – Calling: Amsterdam",Pro Tour: Amsterdam,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/austin-kim-enigma-ledger-of-ancestry-calling-amsterdam/
United Kingdom,27 Jul 2024,"Jacob Clements – Nuu, Alluring Desire – Calling: Amsterdam",Pro Tour: Amsterdam,Classic Constructed,"Nuu, Alluring Desire",5th,https://fabtcg.com/decklists/jacob-clements-nuu-alluring-desire-calling-amsterdam/
Poland,27 Jul 2024,"Filip Mikołajczyk – Zen, Tamer of Purpose – Calling: Amsterdam",Pro Tour: Amsterdam,Classic Constructed,"Zen, Tamer of Purpose",5th,https://fabtcg.com/decklists/filip-mikolajczyk-zen-tamer-of-purpose-calling-amsterdam/
Japan,26 Jul 2024,"Shoma Yamamura – Uzuri, Switchblade – Pro Tour: Amsterdam",Pro Tour: Amsterdam,Classic Constructed,"Uzuri, Switchblade",1st,https://fabtcg.com/decklists/shoma-yamamura-uzuri-switchblade-pro-tour-amsterdam/
Poland,26 Jul 2024,Bartosz Ziemba,Pro Tour: Amsterdam,Classic Constructed,"Zen, Tamer of Purpose",2nd,https://fabtcg.com/decklists/bartosz-ziemba-zen-tamer-of-purpose-pro-tour-amsterdam/
Netherlands,26 Jul 2024,Gabe Sher,Pro Tour: Amsterdam,Classic Constructed,"Nuu, Alluring Desire",3rd,https://fabtcg.com/decklists/gabe-sher-nuu-alluring-desire-pro-tour-amsterdam/
Hong Kong,26 Jul 2024,"Pudding Tam – Zen, Tamer of Purpose – Pro Tour: Amsterdam",Pro Tour: Amsterdam,Classic Constructed,"Zen, Tamer of Purpose",3rd,https://fabtcg.com/decklists/pudding-tam-zen-tamer-of-purpose-pro-tour-amsterdam/
Germany,26 Jul 2024,"Kevin Zänker – Levia, Shadowborn Abomination – Pro Tour: Amsterdam",Pro Tour: Amsterdam,Classic Constructed,"Levia, Shadowborn Abomination",5th,https://fabtcg.com/decklists/kevin-zanker-levia-shadowborn-abomination-pro-tour-amsterdam/
Hong Kong,26 Jul 2024,"Shing Tsang – Nuu, Alluring Desire – Pro Tour: Amsterdam",Pro Tour: Amsterdam,Classic Constructed,"Nuu, Alluring Desire",5th,https://fabtcg.com/decklists/shing-tsang-nuu-alluring-desire-pro-tour-amsterdam/
Canada,26 Jul 2024,"Tariq Patel – Nuu, Alluring Desire",Pro Tour: Amsterdam,Classic Constructed,"Nuu, Alluring Desire",5th,https://fabtcg.com/decklists/tariq-patel-nuu-alluring-desire-pro-tour-amsterdam/
Germany,26 Jul 2024,"Tom Tydecks – Zen, Tamer of Purpose – Pro Tour: Amsterdam",Pro Tour: Amsterdam,Classic Constructed,"Zen, Tamer of Purpose",5th,https://fabtcg.com/decklists/tom-tydecks-zen-tamer-of-purpose-pro-tour-amsterdam/
New Zealand,20 Jul 2024,"Thomas Bailey Galbraith – Zen, Tamer of Purpose – Battle Hardened Bali",Battle Hardened: Bali,Classic Constructed,"Zen, Tamer of Purpose",1st,https://fabtcg.com/decklists/thomas-bailey-galbraith-zen-tamer-of-purpose-battle-hardened-bali/
Malaysia,20 Jul 2024,"Peng Joon – Kayo, Armed and Dangerous – Battle Hardened Bali",Battle Hardened: Bali,Classic Constructed,"Kayo, Armed and Dangerous",2nd,https://fabtcg.com/decklists/peng-joon-kayo-armed-and-dangerous-battle-hardened-bali/
Indonesia,20 Jul 2024,"Liko Naruttama – Kayo, Armed and Dangerous – Battle Hardened Bali",Battle Hardened: Bali,Classic Constructed,"Kayo, Armed and Dangerous",3rd,https://fabtcg.com/decklists/liko-naruttama-kayo-armed-and-dangerous-battle-hardened-bali/
Indonesia,20 Jul 2024,"Randy Stephen – Dash, Inventor Extraordinaire – Battle Hardened Bali",Battle Hardened: Bali,Classic Constructed,"Dash, Inventor Extraordinaire",3rd,https://fabtcg.com/decklists/randy-stephen-dash-inventor-extraordinaire-battle-hardened-bali/
Indonesia,20 Jul 2024,"Bhismantara Candra – Zen, Tamer of Purpose – Battle Hardened Bali",Battle Hardened: Bali,Classic Constructed,"Zen, Tamer of Purpose",5th,https://fabtcg.com/decklists/bhismantara-candra-zen-tamer-of-purpose-battle-hardened-bali/
New Zealand,20 Jul 2024,"Ben Dodd – Nuu, Alluring Desire – Battle Hardened Bali",Battle Hardened: Bali,Classic Constructed,"Nuu, Alluring Desire",5th,https://fabtcg.com/decklists/ben-dodd-nuu-alluring-desire-battle-hardened-bali/
Indonesia,20 Jul 2024,"Bernard Jonathan – Azalea, Ace in the Hole – Battle Hardened Bali",Battle Hardened: Bali,Classic Constructed,"Azalea, Ace in the Hole",5th,https://fabtcg.com/decklists/bernard-jonathan-azalea-ace-in-the-hole-battle-hardened-bali/
Australia,20 Jul 2024,"Isaac Ward – Ser Boltyn, Breaker of Dawn – Battle Hardened Bali",Battle Hardened: Bali,Classic Constructed,"Ser Boltyn, Breaker of Dawn",5th,https://fabtcg.com/decklists/isaac-ward-ser-boltyn-breaker-of-dawn-battle-hardened-bali/
Italy,20 Jul 2024,Francesco Lorenzi – Maxx ‘The Hype’ Nitro – Battle Hardened Bologna,Battle Hardened: Bologna,Classic Constructed,Maxx 'The Hype' Nitro,1st,https://fabtcg.com/decklists/francesco-lorenzi-maxx-the-hype-nitro-battle-hardened-bologna/
Italy,20 Jul 2024,"Samuele Costantini – Enigma, Ledger of Ancestry – Battle Hardened Bologna",Battle Hardened: Bologna,Classic Constructed,"Enigma, Ledger of Ancestry",2nd,https://fabtcg.com/decklists/samuele-costantini-enigma-ledger-of-ancestry-battle-hardened-bologna/
Italy,20 Jul 2024,"Tommaso Viscido – Nuu, Alluring Desire – Battle Hardened Bologna",Battle Hardened: Bologna,Classic Constructed,"Nuu, Alluring Desire",3rd,https://fabtcg.com/decklists/tommaso-viscido-nuu-alluring-desire-battle-hardened-bologna/
United Kingdom,20 Jul 2024,"Tim Dasiukevich – Riptide, Lurker of the Deep – Battle Hardened Bologna",Battle Hardened: Bologna,Classic Constructed,"Riptide, Lurker of the Deep",3rd,https://fabtcg.com/decklists/tim-dasiukevich-riptide-lurker-of-the-deep-battle-hardened-bologna/
France,20 Jul 2024,"Evan Tanguy – Nuu, Alluring Desire – Battle Hardened Bologna",Battle Hardened: Bologna,Classic Constructed,"Nuu, Alluring Desire",5th,https://fabtcg.com/decklists/evan-tanguy-nuu-alluring-desire-battle-hardened-bologna/
United Kingdom,20 Jul 2024,"Gustavo Cilleruelo – Riptide, Lurker of the Deep – Battle Hardened Bologna",Battle Hardened: Bologna,Classic Constructed,"Riptide, Lurker of the Deep",5th,https://fabtcg.com/decklists/gustavo-cilleruelo-riptide-lurker-of-the-deep-battle-hardened-bologna/
Italy,20 Jul 2024,"Leoluca Colletti – Nuu, Alluring Desire – Battle Hardened Bologna",Battle Hardened: Bologna,Classic Constructed,"Nuu, Alluring Desire",5th,https://fabtcg.com/decklists/leoluca-colletti-nuu-alluring-desire-battle-hardened-bologna/
Italy,20 Jul 2024,"Antonio Kutter – Enigma, Ledger of Ancestry – Battle Hardened Bologna",Battle Hardened: Bologna,Classic Constructed,"Enigma, Ledger of Ancestry",5th,https://fabtcg.com/decklists/antonio-kutter-enigma-ledger-of-ancestry-battle-hardened-bologna/
United States of America,20 Jul 2024,Daniel Ferrara – Zen – Battle Hardened New Jersey,Battle Hardened: New Jersey,Blitz,Zen,1st,https://fabtcg.com/decklists/daniel-ferrara-zen-battle-hardened-new-jersey/
United States of America,20 Jul 2024,Michael Hamilton – Zen – Battle Hardened New Jersey,Battle Hardened: New Jersey,Blitz,Zen,2nd,https://fabtcg.com/decklists/michael-hamilton-zen-battle-hardened-new-jersey/
United States of America,20 Jul 2024,Ryan Thomas – Rhinar – Battle Hardened New Jersey,Battle Hardened: New Jersey,Blitz,Rhinar,3rd,https://fabtcg.com/decklists/ryan-thomas-rhinar-battle-hardened-new-jersey/
United States of America,20 Jul 2024,Brodie Spurlock – Zen – Battle Hardened New Jersey,Battle Hardened: New Jersey,Blitz,Zen,3rd,https://fabtcg.com/decklists/brodie-spurlock-zen-battle-hardened-new-jersey/
United States of America,20 Jul 2024,William Pearlman – Zen – Battle Hardened New Jersey,Battle Hardened: New Jersey,Blitz,Zen,5th,https://fabtcg.com/decklists/william-pearlman-zen-battle-hardened-new-jersey/
United States of America,20 Jul 2024,"Naib Mobassir – Emperor, Dracai of Aesir – Battle Hardened New Jersey",Battle Hardened: New Jersey,Blitz,"Emperor, Dracai of Aesir",5th,https://fabtcg.com/decklists/naib-mobassir-emperor-dracai-of-aesir-battle-hardened-new-jersey/
United States of America,20 Jul 2024,Josh Perry – Victor Goldmane – Battle Hardened New Jersey,Battle Hardened: New Jersey,Blitz,Victor Goldmane,5th,https://fabtcg.com/decklists/josh-perry-victor-goldmane-battle-hardened-new-jersey/
United States of America,20 Jul 2024,Caleb Womack – Zen – Battle Hardened New Jersey,Battle Hardened: New Jersey,Blitz,Zen,5th,https://fabtcg.com/decklists/caleb-womack-zen-battle-hardened-new-jersey/
Japan,18 Jul 2024,Dumpster Dive – Out of the Bluu,Dumpster Dive #4: In Too Deep,Commoner,Nuu,,https://fabtcg.com/decklists/dumpster-dive-out-of-the-bluu/
United States of America,18 Jul 2024,Dumpster Dive – Axe Stax,Dumpster Dive #4: In Too Deep,Commoner,Olympia,,https://fabtcg.com/decklists/dumpster-dive-axe-stax/
United States of America,18 Jul 2024,Dumpster Dive – Corporate Finance,Dumpster Dive #4: In Too Deep,Commoner,Teklovossen,,https://fabtcg.com/decklists/dumpster-dive-corporate-finance/
Brunei,06 Jul 2024,Lim Kok Chien – Dorinthea Ironsong – Brunei National Championship,Brunei 2024 National Championship,Classic Constructed,Dorinthea Ironsong,1st,https://fabtcg.com/decklists/lim-kok-chien-dorinthea-ironsong-brunei-national-championship/
Greece,06 Jul 2024,"George Melissakis – Prism, Awakener of Sol – Greece National Championship",Greece 2024 National Championship,Classic Constructed,"Prism, Awakener of Sol",1st,https://fabtcg.com/decklists/george-melissakis-prism-awakener-of-sol-greece-national-championship/
Italy,06 Jul 2024,"Mirko Dolce – Azalea, Ace in the Hole – Italy National Championship",Italy 2024 National Championship,Classic Constructed,"Azalea, Ace in the Hole",1st,https://fabtcg.com/decklists/mirko-dolce-azalea-ace-in-the-hole-italy-national-championship/
Japan,06 Jul 2024,"Xavier McLean – Nuu, Alluring Desire – Japan National Championship",Japan 2024 National Championship,Classic Constructed,"Nuu, Alluring Desire",1st,https://fabtcg.com/decklists/xavier-mclean-nuu-alluring-desire-japan-national-championship/
New Zealand,04 Jul 2024,"Armory Deck – Ser Boltyn, Breaker of Dawn (Classic Constructed)",,Classic Constructed,"Ser Boltyn, Breaker of Dawn",,https://fabtcg.com/decklists/armory-deck-ser-boltyn-breaker-of-dawn/
Finland,29 Jun 2024,"Juha Saarnilampi – Nuu, Alluring Desire – Finland National Championship",Finland 2024 National Championship,Classic Constructed,"Nuu, Alluring Desire",1st,https://fabtcg.com/decklists/juha-saarnilampi-nuu-alluring-desire-finland-national-championship/
New Zealand,29 Jun 2024,"Dr. Daniel McKay – Dash, Inventor Extraordinaire – New Zealand National Championship",New Zealand 2024 National Championship,Classic Constructed,"Dash, Inventor Extraordinaire",1st,https://fabtcg.com/decklists/dr-daniel-mckay-dash-inventor-extraordinaire-new-zealand-national-championship/
Romania,29 Jun 2024,Andrei Joghiu – Andrei Joghiu – Romania National Championship,Romania 2024 National Championship,Classic Constructed,"Nuu, Alluring Desire",1st,https://fabtcg.com/decklists/andrei-joghiu-andrei-joghiu-romania-national-championship/
Slovakia,29 Jun 2024,"Viliam Kubik – Prism, Awakener of Sol – Slovakia National Championship",Slovakia 2024 National Championship,Classic Constructed,"Prism, Awakener of Sol",1st,https://fabtcg.com/decklists/viliam-kubik-prism-awakener-of-sol-slovakia-national-championship/
Vietnam,29 Jun 2024,"Khoi Dinh – Victor Goldmane, High and Mighty – Vietnam National Championship",Vietnam 2024 National Championship,Classic Constructed,"Victor Goldmane, High and Mighty",1st,https://fabtcg.com/decklists/khoi-dinh-victor-goldmane-high-and-mighty-vietnam-national-championship/
Belgium,27 Jun 2024,Dumpster Dive – Pummelism,Dumpster Dive #3: God's Mistake,Commoner,Prism,,https://fabtcg.com/decklists/dumpster-dive-pummelism/
United States of America,27 Jun 2024,Dumpster Dive – Frazzle Dazzle,Dumpster Dive #3: God's Mistake,Commoner,Lexi,,https://fabtcg.com/decklists/dumpster-dive-frazzle-dazzle/
United States of America,27 Jun 2024,Dumpster Dive – Beaming Blade and a Prayer,Dumpster Dive #3: God's Mistake,Commoner,Boltyn,,https://fabtcg.com/decklists/dumpster-dive-beaming-blade-and-a-prayer/
Austria,22 Jun 2024,"Valentin Mackl – Enigma, Ledger of Ancestry – Austria National Championship",Austria 2024 National Championship,Classic Constructed,"Enigma, Ledger of Ancestry",1st,https://fabtcg.com/decklists/valentin-mackl-enigma-ledger-of-ancestry-austria-national-championship/
Bulgaria,22 Jun 2024,Plamen Bahlov – Dorinthea Ironsong – Bulgaria National Championship,Bulgaria 2024 National Championship,Classic Constructed,Dorinthea Ironsong,1st,https://fabtcg.com/decklists/plamen-bahlov-dorinthea-ironsong-bulgaria-national-championship/
Czechia,22 Jun 2024,Vlastimil Martinek Jr. – Dash I/O – Czechia National Championship,Czechia 2024 National Championship,Classic Constructed,Dash I/O,1st,https://fabtcg.com/decklists/vlastimil-martinek-jr-dash-io-czechia-national-championship/
Denmark,22 Jun 2024,"Andreas Ventzel – Nuu, Alluring Desire – Denmark National Championship",Denmark 2024 National Championship,Classic Constructed,"Nuu, Alluring Desire",1st,https://fabtcg.com/decklists/andreas-ventzel-nuu-alluring-desire-denmark-national-championship/
Indonesia,22 Jun 2024,"Julio Anthony – Kayo, Armed and Dangerous – Indonesia National Championship",Indonesia 2024 National Championship,Classic Constructed,"Kayo, Armed and Dangerous",1st,https://fabtcg.com/decklists/julio-anthony-kayo-armed-and-dangerous-indonesia-national-championship/
United Kingdom,22 Jun 2024,"Emad Kashy – Zen, Tamer of Purpose – UK National Championship",United Kingdom 2024 National Championship,Classic Constructed,"Zen, Tamer of Purpose",1st,https://fabtcg.com/decklists/emad-kashy-zen-tamer-of-purpose-uk-national-championship/
